-1.489000000000000057e+01,-1.790000000000000036e+00,4.799999999999999822e-01
-1.484999999999999964e+01,-1.790000000000000036e+00,1.159999999999999920e+00
4.809999999999999609e+00,-1.400000000000000133e-01,1.370000000000000107e+00
3.819999999999999840e+00,-7.000000000000000666e-02,1.199999999999999956e+00
3.830000000000000071e+00,-8.999999999999999667e-02,1.169999999999999929e+00
3.830000000000000071e+00,-1.199999999999999956e-01,1.159999999999999920e+00
2.859999999999999876e+00,-2.999999999999999889e-02,9.200000000000000400e-01
2.839999999999999858e+00,-1.000000000000000021e-02,9.499999999999999556e-01
3.779999999999999805e+00,1.000000000000000021e-02,1.290000000000000036e+00
4.830000000000000071e+00,-4.000000000000000083e-02,1.300000000000000044e+00
4.830000000000000071e+00,-1.100000000000000006e-01,1.270000000000000018e+00
